030602	002411	1	t
030702	002412	1	t
030650	002413	1	t
030749	002414	1	t
030750	002414	1	t
030751	002414	1	t
030221	002415	1	t
030223	002415	1	t
030222	002415	1	t
030224	002415	1	t
030227	002415	1	t
030321	002416	1	t
030323	002416	1	t
030324	002416	1	t
030327	002416	1	t
030322	002416	1	t
030209	002417	1	t
030225	002417	1	t
030226	002417	1	t
030228	002417	1	t
030229	002417	1	t
030230	002417	1	t
030335	002417	1	t
030337	002417	1	t
030349	002417	1	t
030350	002417	1	t
030352	002417	1	t
030353	002417	1	t
030362	002417	1	t
030231	002417	1	t
030218	002418	1	t
030219	002418	1	t
030325	002418	1	t
030326	002418	1	t
030328	002418	1	t
030329	002418	1	t
030330	002418	1	t
030331	002418	1	t
030345	002418	1	t
030347	002418	1	t
030359	002418	1	t
030360	002418	1	t
030372	002418	1	t
030348	002419	1	t
030405	002420	1	t
030407	002420	1	t
030403	002420	1	t
030503	002421	1	t
030504	002421	1	t
030505	002421	1	t
030507	002421	1	t
030508	002422	1	t
030807	002425	1	t
030808	002425	1	t
030210	002425	1	t
030804	002425	1	t
030805	002425	1	t
030806	002425	1	t
030904	002426	1	t
030905	002426	1	t
030906	002426	1	t
030907	002426	1	t
030309	002426	1	t
030310	002426	1	t
030318	002427	1	t
034603	002430	1	t
034601	002430	1	t
034602	002430	1	t
034585	002430	1	t
034586	002430	1	t
034577	002430	1	t
034607	002430	1	t
034575	002430	1	t
034576	002430	1	t
034606	002430	1	t
034595	002430	1	t
034580	002431	1	t
034588	002431	1	t
034587	002431	1	t
034604	002431	1	t
034596	002431	1	t
034594	002431	1	t
034590	002431	1	t
034579	002431	1	t
034608	002431	1	t
034594	002432	1	t
034581	002432	1	t
034598	002432	1	t
034592	002432	1	t
034597	002432	1	t
034591	002432	1	t
034583	002432	1	t
034582	002432	1	t
034599	002432	1	t
034584	002432	1	t
034593	002432	1	t
034225	002435	1	t
034241	002435	1	t
034238	002435	1	t
034211	002435	1	t
034227	002435	1	t
034256	002435	1	t
034239	002435	1	t
034205	002435	1	t
034253	002436	1	t
034256	002436	1	t
034206	002436	1	t
034237	002436	1	t
034252	002436	1	t
034212	002436	1	t
034235	002436	1	t
034254	002436	1	t
034216	002437	1	t
034214	002437	1	t
034217	002437	1	t
034209	002437	1	t
034213	002437	1	t
035010	002439	1	t
035009	002439	1	t
035006	002439	1	t
035007	002439	1	t
035012	002439	1	t
035005	002439	1	t
035008	002439	1	t
035004	002439	1	t
035011	002439	1	t
035005	002441	1	t
034602	002471	2	t
034580	002471	2	t
034586	002471	2	t
034577	002471	2	t
034591	002471	2	t
034579	002471	2	t
034575	002471	2	t
034604	002471	2	t
034596	002471	2	t
034581	002471	2	t
034597	002471	2	t
034576	002471	2	t
034603	002471	2	t
034601	002471	2	t
034606	002471	2	t
034590	002471	2	t
034607	002471	2	t
034585	002471	2	t
034584	002471	2	t
034593	002471	2	t
034608	002471	2	t
034583	002471	2	t
034599	002471	2	t
034582	002471	2	t
034592	002471	2	t
034587	002471	2	t
034581	002473	1	t
034607	002473	1	t
034577	002473	1	t
034588	002473	1	t
034602	002473	1	t
034594	002473	1	t
034575	002473	1	t
034604	002473	1	t
034579	002473	1	t
034601	002473	1	t
034603	002473	1	t
034597	002473	1	t
034608	002473	1	t
034599	002473	1	t
034584	002473	1	t
034606	002473	1	t
034580	002473	1	t
034587	002473	1	t
034576	002473	1	t
034583	002473	1	t
034595	002473	1	t
034582	002473	1	t
034581	002474	1	t
034608	002474	1	t
034580	002474	1	t
034604	002474	1	t
034594	002474	1	t
034607	002474	1	t
034602	002474	1	t
034588	002474	1	t
034576	002474	1	t
034601	002474	1	t
034603	002474	1	t
034597	002474	1	t
034577	002474	1	t
034599	002474	1	t
034583	002474	1	t
034584	002474	1	t
034606	002474	1	t
034579	002474	1	t
034575	002474	1	t
034582	002474	1	t
034595	002474	1	t
034587	002474	1	t
030905	002500	1	t
030805	002500	1	t
030905	002501	1	t
030805	002501	1	t
036975	002510	1	t
036947	002520	1	t
036920	002520	1	t
036962	002520	1	t
036918	002520	1	t
036928	002520	1	t
036919	002520	1	t
036932	002520	1	t
036924	002521	1	t
036930	002521	1	t
036922	002521	1	t
036925	002521	1	t
036933	002521	1	t
036921	002521	1	t
036923	002521	1	t
036936	002521	1	t
036942	002523	1	t
036933	002523	1	t
036947	002523	1	t
036924	002523	1	t
036930	002523	1	t
036921	002523	1	t
036918	002523	1	t
036922	002523	1	t
036928	002523	1	t
036926	002523	1	t
036932	002523	1	t
036923	002523	1	t
036919	002523	1	t
036936	002523	1	t
036920	002523	1	t
036925	002523	1	t
036964	002524	1	t
035010	002524	2	t
062821	002524	2	t
036904	002524	1	t
036957	002524	2	t
036922	002524	2	t
061930	002524	2	t
036970	002524	2	t
036971	002524	1	t
036910	002524	1	t
062850	002524	2	t
036908	002524	1	t
036941	002524	1	t
036914	002524	1	t
061935	002524	1	t
036899	002524	1	t
061931	002524	2	t
036928	002524	2	t
036937	002524	2	t
036936	002524	2	t
036938	002524	2	t
036934	002524	2	t
036939	002524	2	t
036907	002524	1	t
063000	002524	2	t
036935	002524	2	t
036959	002524	2	t
036933	002524	2	t
036972	002524	1	t
036903	002524	1	t
062840	002524	2	t
035011	002524	2	t
036950	002524	1	t
036905	002524	1	t
061945	002524	1	t
036921	002524	2	t
036949	002524	2	t
036919	002524	2	t
036947	002524	2	t
036918	002524	2	t
036943	002524	2	t
036915	002524	1	t
036942	002524	2	t
036932	002524	2	t
063010	002524	2	t
036906	002524	1	t
036952	002524	1	t
036900	002524	1	t
036953	002524	1	t
036920	002524	2	t
036954	002524	2	t
036898	002524	1	t
036955	002524	2	t
036909	002524	1	t
036956	002524	1	t
061950	002524	2	t
036966	002524	1	t
061951	002524	2	t
036951	002524	1	t
062831	002524	2	t
036930	002528	1	t
036947	002528	1	t
036923	002528	1	t
036942	002528	1	t
036924	002528	1	t
036936	002528	1	t
036921	002528	1	t
036926	002528	1	t
036928	002528	1	t
036922	002528	1	t
036925	002528	1	t
036918	002528	1	t
036932	002528	1	t
036919	002528	1	t
036920	002528	1	t
036933	002528	1	t
036942	002532	1	t
036926	002532	1	t
036947	002532	1	t
036930	002532	1	t
036921	002532	1	t
036925	002532	1	t
036932	002532	1	t
036924	002532	1	t
036918	002532	1	t
036933	002532	1	t
036928	002532	1	t
036936	002532	1	t
036920	002532	1	t
036919	002532	1	t
036922	002532	1	t
036947	002534	1	t
036924	002534	1	t
036942	002534	1	t
036932	002534	1	t
036933	002534	1	t
036921	002534	1	t
036926	002534	1	t
036918	002534	1	t
036920	002534	1	t
036923	002534	1	t
036928	002534	1	t
036925	002534	1	t
036930	002534	1	t
036922	002534	1	t
036936	002534	1	t
036919	002534	1	t
036939	002535	1	t
036934	002535	1	t
036957	002535	1	t
036935	002535	1	t
036938	002535	1	t
036959	002535	1	t
036937	002535	1	t
036955	002535	1	t
036949	002535	1	t
036943	002535	1	t
036954	002535	1	t
036919	002536	1	t
036942	002536	1	t
036921	002536	1	t
036947	002536	1	t
036932	002536	1	t
036926	002536	1	t
036928	002536	1	t
036925	002536	1	t
036918	002536	1	t
036923	002536	1	t
036924	002536	1	t
036920	002536	1	t
036936	002536	1	t
036922	002536	1	t
036930	002536	1	t
036933	002536	1	t
036962	002538	1	t
036918	002538	1	t
036942	002538	1	t
036923	002538	1	t
036947	002538	1	t
036926	002538	1	t
036927	002538	1	t
036929	002538	1	t
036970	002538	1	t
036921	002538	1	t
036928	002538	1	t
036919	002538	1	t
036925	002538	1	t
036920	002538	1	t
036932	002538	1	t
036936	002538	1	t
036924	002538	1	t
036933	002538	1	t
036922	002538	1	t
036930	002538	1	t
036942	002551	1	t
036928	002551	1	t
036947	002551	1	t
036926	002551	1	t
036933	002551	1	t
036925	002551	1	t
036936	002551	1	t
036921	002551	1	t
036919	002551	1	t
036923	002551	1	t
036932	002551	1	t
036920	002551	1	t
036918	002551	1	t
036924	002551	1	t
036930	002551	1	t
