4315033	793945	583689	1	105	\N	\N	2719366	\N	12	15	\N	\N	\N	\N	\N	105	12.6	\N	\N	105	15.75	\N	\N	10
4315034	793946	457986	1	12.22	\N	573338	2934846	\N	12	0	\N	\N	\N	\N	\N	12.22	1.46	\N	\N	0	0	\N	\N	850
4315035	793946	457986	1	12.22	\N	573403	2935218	\N	12	0	\N	\N	\N	\N	\N	12.22	1.46	\N	\N	0	0	\N	\N	880
4315036	793946	522533	1	0.1	\N	574002	2937127	\N	12	0	\N	\N	\N	\N	\N	0.1	0.01	\N	\N	0	0	\N	\N	1.750
4315037	793946	540794	1	0.3	\N	574660	2945880	\N	12	0	\N	\N	\N	\N	\N	0.3	0.03	\N	\N	0	0	\N	\N	1.550
4315038	793946	442982	1	1.06	\N	574019	2872747	\N	12	0	\N	\N	\N	\N	\N	1.06	0.12	\N	\N	0	0	\N	\N	1.000
4315039	793946	5941	1	0.03	\N	574846	2939780	\N	12	0	\N	\N	\N	\N	\N	0.03	0	\N	\N	0	0	\N	\N	1.680
4315040	793946	5857	1	2.89	\N	574749	2887744	\N	12	0	\N	\N	\N	\N	\N	2.89	0.34	\N	\N	0	0	\N	\N	550
4315041	793946	542584	1	2.44	\N	574699	2941019	\N	12	0	\N	\N	\N	\N	\N	2.44	0.29	\N	\N	0	0	\N	\N	1.060
4315042	793946	532764	1	1.14	\N	574052	2893337	\N	12	0	\N	\N	\N	\N	\N	1.14	0.13	\N	\N	0	0	\N	\N	440
4315043	793946	457986	1	12.25	\N	571635	2922482	\N	12	0	\N	\N	\N	\N	\N	12.25	1.46	\N	\N	0	0	\N	\N	1.590
4315044	793946	392639	1	0.46	\N	573347	2935574	\N	12	0	\N	\N	\N	\N	\N	0.46	0.05	\N	\N	0	0	\N	\N	1.290
4315045	793946	583734	1	1.14	\N	573587	2916727	\N	12	0	\N	\N	\N	\N	\N	1.14	0.13	\N	\N	0	0	\N	\N	940
4315046	793946	541378	1	0.16	\N	574050	2937343	\N	12	0	\N	\N	\N	\N	\N	0.16	0.01	\N	\N	0	0	\N	\N	430
4315047	793946	3025	1	4.9	\N	574954	2904068	\N	12	0	\N	\N	\N	\N	\N	4.9	0.58	\N	\N	0	0	\N	\N	1.150
4315048	793946	457986	1	12.2	\N	574910	2946226	\N	12	0	\N	\N	\N	\N	\N	12.2	1.46	\N	\N	0	0	\N	\N	610
4315049	793946	522533	1	0.1	\N	573423	2931784	\N	12	0	\N	\N	\N	\N	\N	0.1	0.01	\N	\N	0	0	\N	\N	2.000
4315050	793946	6084	1	1.86	\N	573614	2926715	\N	12	0	\N	\N	\N	\N	\N	1.86	0.22	\N	\N	0	0	\N	\N	330
4315051	793946	545105	1	1.83	\N	574096	2937771	\N	12	0	\N	\N	\N	\N	\N	1.83	0.21	\N	\N	0	0	\N	\N	1.760
4315052	793946	522536	1	1.09	\N	574660	2945979	\N	12	0	\N	\N	\N	\N	\N	1.09	0.13	\N	\N	0	0	\N	\N	1.960
4315053	793946	3935	1	1.72	\N	573593	2936720	\N	12	0	\N	\N	\N	\N	\N	1.72	0.2	\N	\N	0	0	\N	\N	1.510
4315054	793946	457986	1	12.22	\N	573347	2935532	\N	12	0	\N	\N	\N	\N	\N	12.22	1.46	\N	\N	0	0	\N	\N	860
4315055	793946	457986	1	12.2	\N	574660	2942131	\N	12	0	\N	\N	\N	\N	\N	12.2	1.46	\N	\N	0	0	\N	\N	1.770
4315056	793946	542584	1	2.45	\N	572318	2916245	\N	12	0	\N	\N	\N	\N	\N	2.45	0.29	\N	\N	0	0	\N	\N	1.260
4315057	793946	466820	1	6.31	\N	569296	2907376	\N	12	0	\N	\N	\N	\N	\N	6.31	0.75	\N	\N	0	0	\N	\N	50
4315058	793946	4430	1	1.76	\N	573460	2924069	\N	12	0	\N	\N	\N	\N	\N	1.76	0.21	\N	\N	0	0	\N	\N	900
4315059	793946	542584	1	2.46	\N	564940	2879015	\N	12	0	\N	\N	\N	\N	\N	2.46	0.29	\N	\N	0	0	\N	\N	1.450
4315060	793946	466820	1	6.31	\N	568858	2889200	\N	12	0	\N	\N	\N	\N	\N	6.31	0.75	\N	\N	0	0	\N	\N	750
4315061	793946	522529	1	0.01	\N	574096	2937637	\N	12	0	\N	\N	\N	\N	\N	0.01	0	\N	\N	0	0	\N	\N	1.360
4315062	793946	526064	1	0.03	\N	574002	2937189	\N	12	0	\N	\N	\N	\N	\N	0.03	0	\N	\N	0	0	\N	\N	1.530
4315063	793946	545103	1	15.25	\N	574096	2937771	\N	12	0	\N	\N	\N	\N	\N	15.25	1.82	\N	\N	0	0	\N	\N	1.540
4315064	793946	457986	1	12.22	\N	573347	2935501	\N	12	0	\N	\N	\N	\N	\N	12.22	1.46	\N	\N	0	0	\N	\N	120
4315065	793946	466820	1	6.3	\N	572146	2927129	\N	12	0	\N	\N	\N	\N	\N	6.3	0.75	\N	\N	0	0	\N	\N	1.890
4315066	793946	540777	1	1.4	\N	574660	2945880	\N	12	0	\N	\N	\N	\N	\N	1.4	0.16	\N	\N	0	0	\N	\N	470
4315067	793946	545103	1	15.25	\N	574972	2929974	\N	12	0	\N	\N	\N	\N	\N	15.25	1.82	\N	\N	0	0	\N	\N	1.160
4315068	793946	542584	1	6.27	\N	557671	2824772	\N	12	0	\N	\N	\N	\N	\N	6.27	0.75	\N	\N	0	0	\N	\N	10
4315069	793946	5941	1	0.03	\N	573473	2936724	\N	12	0	\N	\N	\N	\N	\N	0.03	0	\N	\N	0	0	\N	\N	240
4315070	793946	6079	1	0.24	\N	575026	2946820	\N	12	0	\N	\N	\N	\N	\N	0.24	0.02	\N	\N	0	0	\N	\N	690
4315071	793946	540099	1	1.99	\N	573392	2926478	\N	12	0	\N	\N	\N	\N	\N	1.99	0.23	\N	\N	0	0	\N	\N	180
4315072	793946	522548	1	0.01	\N	574001	2937984	\N	12	0	\N	\N	\N	\N	\N	0.01	0	\N	\N	0	0	\N	\N	1.520
4315073	793946	6217	1	0.46	\N	574846	2939780	\N	12	0	\N	\N	\N	\N	\N	0.46	0.05	\N	\N	0	0	\N	\N	1.780
4315074	793946	457986	1	12.25	\N	571635	2921831	\N	12	0	\N	\N	\N	\N	\N	12.25	1.46	\N	\N	0	0	\N	\N	820
4315075	793946	3025	1	4.9	\N	573395	2933595	\N	12	0	\N	\N	\N	\N	\N	4.9	0.58	\N	\N	0	0	\N	\N	870
4315076	793946	457229	1	9.62	\N	574002	2937085	\N	12	0	\N	\N	\N	\N	\N	9.62	1.15	\N	\N	0	0	\N	\N	400
